,GSM2172075,GSM2172102,GSM2172173,GSM2172352,GSM2174145,GSM2174148,GSM2174150,GSM2174151,GSM2174153,GSM2174156,GSM2174158,GSM2174161,GSM2174168,GSM2174170,GSM2174171,GSM2174172,GSM2174173,GSM2174176,GSM2174177,GSM2174182,GSM2174190,GSM2174194,GSM2174195,GSM2174196,GSM2174198,GSM2174201,GSM2174204,GSM2174205,GSM2174207,GSM2174209,GSM2174213,GSM2174215,GSM2174217,GSM2174224,GSM2174229,GSM2174231,GSM2174238,GSM2174241,GSM2174242,GSM2174247,GSM2174249,GSM2174253,GSM2174255,GSM2174259,GSM2174261,GSM2174262,GSM2174263,GSM2174265,GSM2174268,GSM2174270,GSM2174276,GSM2174281,GSM2174282,GSM2174283,GSM2174285,GSM2174289,GSM2174294,GSM2174296,GSM2174299,GSM2174305,GSM2174307,GSM2174309,GSM2174310,GSM2174313,GSM2174316,GSM2174324,GSM2174325,GSM2174326,GSM2174336,GSM2174343,GSM2174346,GSM2174347,GSM2174352,GSM2174356,GSM2174358,GSM2174359,GSM2174360,GSM2174368,GSM2174370,GSM2174376,GSM2174379,GSM2174381,GSM2174383,GSM2174386,GSM2174389,GSM2174390,GSM2174403,GSM2174406,GSM2174407,GSM2174408,GSM2174416,GSM2174417,GSM2174422
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,0.9938,1,0.983,0.9594,0.3482,0.7102,0.1988,0.7256,0.4068,0.8632,0.952,0.7048,0.4916,0.0558,0.5702,0.5038,0.7994,0.1878,0.9956,0.8468,0.7066,0.8862,0.4122,0.206,0.9762,0.6114,0.1606,0.9952,0.6702,0.9844,0.6598,0.97,0.9268,0.996,0.2578,0.9058,0.7252,0.1878,0.9072,0.2128,0.97,0.9996,0.8096,0.138,0.18,0.3118,0.3078,0.9458,0.947,0.5076,0.8986,0.2876,0.7624,0.9976,0.5186,0.7662,0.0966,0.6346,0.9598,0.506,0.9158,0.4164,0.4186,0.78,0.4034,0.634,0.97,0.9866,0.5278,0.8636,0.8702,0.4732,0.939,0.396,0.557,0.5706,0.6572,0.2428,0.9594,0.8682,0.396,0.5458,0.999,0.4094,0.4794,1,0.3766,0.3832,0.468,0.562,0.1348,0.9398,0.9996
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0.995,0.9742,0.9992,0.1686,0.8436,0.9902,0.9354,0.9886,0.7986,0.9854,0.764,0.9874,0.9134,1,0.9954,0.9918,1,0.0756,0.9996,0.9942,0.6216,1,0.9872,0.9078,0.9844,0.8434,0.1822,0.9992,0.9376,0.8672,0.9942,0.6662,1,1,0.9918,1,0.083,0.7772,0.995,0.1506,0.7296,0.9972,0.936,0.0476,0.9938,0.9826,0.9908,0.4386,0.976,0.9584,0.9436,0.872,0.6644,1,0.9938,0.997,0.924,0.997,0.476,1,0.804,0.8908,0.9874,1,0.0918,0.997,0.2122,0.893,0.8754,0.9746,0.9998,0.8844,0.6578,0.7708,0.9516,0.999,0.7278,0.6832,0.9382,0.6924,0.9816,0.9882,0.974,0.7986,0.9892,1,1,0.9902,0.74,0.5394,0.982,0.7276,0.9942
REACTOME_DSCAM_INTERACTIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_ION_CHANNEL_TRANSPORT,0.0522,0.0826,0.108,0.185,0.2006,0.1126,0.6292,0.2348,0.107,0.137,0.2746,0.193,0.2504,0.3446,0.1674,0.3822,0.3262,0.2852,0.2116,0.4484,0.3936,0.3098,0.0506,0.2282,0.0165999999999999,0.2546,0.095,0.0911999999999999,0.015,0.1532,1,0.369,0.088,0.0407999999999999,0.854,0.0542,0.4254,0.2836,0.1736,0.1362,0.3178,0.0264,0.0558,0.1544,0.0732,0.4024,0.1058,0.1278,0.6642,0.3822,0.7138,0.2888,0.0931999999999999,0.3174,0.1158,0.139,0.406,0.0754,0.0866,0.0294,0.0212,0.2116,0.7388,0.1022,0.048,0.02,0.1422,0.1186,0.0338000000000001,0.2078,0.0538,0.0702,0.5772,0.1526,0.381,0.1818,0.095,0.6032,0.0322,0.58,0.0834,0.0802,0.1016,0.0184,0.0226,0.0214,0.033,0.0966,0.0832000000000001,0.3688,0.0286,0.0472,0.1504
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0,1,1,1,1,1,1,0.9994,1,1,1,1,1,1,1,1,1,0.9994,0.9994,1,1,1,1,1,1,1,1,0.9906,1,1,1,0.9998,1,1,1,0.9994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9874,1,0.9998,0.9994,1,0.9994,1,1,1,1,1,1,0.9998,0.991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,1,0.6734,0.1512,0.757,0.7762,0.9974,0.2546,0.9856,0.0679999999999999,0.5498,1,1,1,1,0.933,0.9982,0.9918,1,1,0.9982,0.9494,1,1,0.9928,0.8706,1,0.1018,0.9952,0.9604,0.9772,1,1,1,1,1,1,0.9114,0.9966,0.7346,0.9936,0.9996,0.66,0.9202,1,0.9982,0.9718,0.9794,0.9912,0.9982,0.8398,0.993,0.5582,1,1,0.9778,0.91,1,0.9904,0.8364,0.9528,0.972,0.7282,0.6736,1,0.6538,0.528,0.8796,1,1,0.173,1,1,0.7418,0.5182,0.7808,0.8542,0.833,0.7834,1,0.7572,1,0.995,1,1,1,1,1,0.7052,0.1752,0.9118,1,1,1
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS,0.9994,0.9862,0.983,0.9962,0.9984,0.9998,0.9998,1,0.9502,0.9922,1,1,0.7496,0.939,1,1,1,0.9336,0.9998,1,0.9974,0.9984,1,1,0.9974,1,0.999,0.9888,0.999,1,0.9962,0.9992,1,1,0.9996,1,0.9996,1,0.9996,1,0.9998,0.9974,0.8924,1,1,1,1,0.9898,1,0.9996,1,0.978,0.746,1,0.9668,1,1,1,1,0.9974,1,1,0.9978,0.9736,0.9922,1,0.9966,0.9994,0.9274,0.9972,1,1,0.9996,0.9804,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9962,0.9758,1,0.9962,1,1
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,1,0.9992,1,0.9998,0.9998,0.9994,0.9992,0.9992,0.9992,0.9922,0.9992,0.9998,0.9992,0.9496,0.995,0.9996,0.988,0.9996,0.9998,0.9996,0.9694,1,1,0.9992,0.9992,0.9932,0.996,0.9936,0.9996,0.9962,0.9998,1,1,0.997,0.9798,0.9994,0.9952,0.986,0.9994,0.9956,0.9998,0.9992,0.9998,0.9992,1,0.9994,0.9906,0.9994,0.9616,0.9992,0.9996,0.9992,1,1,0.9992,0.9814,1,0.989,0.9992,0.9926,0.9986,0.997,0.996,0.9976,0.996,0.9412,0.9976,0.9994,0.9914,0.9992,1,0.9986,0.9998,0.9996,0.9658,0.9906,0.9994,0.9994,0.9998,0.9998,0.9994,0.9998,1,0.9466,0.9824,1,1,0.9998,0.9984,0.9276,0.973,0.9992,0.9856
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,0.9598,0.9974,0.997,0.9818,0.9844,0.9982,0.8866,0.9894,0.9988,0.9894,0.963,0.9794,0.996,0.9924,0.9992,0.9534,0.7202,0.7848,0.7614,0.9914,0.863,0.5534,0.451,0.9954,0.9754,0.7404,0.9972,0.6448,0.8692,0.9734,0.9904,0.9178,0.931,0.9928,0.9998,0.9924,0.846,0.9904,0.9924,0.997,0.9642,0.99,0.972,0.9422,0.9982,0.9302,0.9912,0.7848,0.5736,0.9954,0.9976,0.6554,0.9988,0.9732,0.7872,0.996,0.9996,0.9976,0.9216,0.921,0.991,0.999,0.999,0.7642,0.999,0.561,0.8958,0.9954,0.9644,0.9974,0.9924,0.999,0.8944,0.9976,0.9996,0.9862,0.9988,0.9924,0.9924,0.8986,0.9354,0.9964,0.5208,0.9738,0.4966,0.9988,1,0.9538,0.921,0.9604,0.9888,0.4808,0.997
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,0.9964,0.9978,0.9998,0.9998,0.9976,0.9998,0.9982,0.999,0.9966,0.9978,0.9976,1,0.9018,0.996,0.9978,0.9998,0.9608,0.9978,0.9744,0.9998,0.9978,1,0.99,0.997,0.9998,1,0.9998,0.9998,0.9906,0.9988,0.9998,1,1,0.9998,1,1,0.9886,1,0.9978,0.9902,0.9998,0.9842,0.9978,1,1,0.9978,0.9978,0.9994,0.9954,0.9988,0.9964,0.9894,1,0.9998,0.9998,0.9984,0.9988,1,0.9786,0.999,0.9996,1,0.9858,0.991,0.9988,0.9978,0.9912,0.9992,0.9938,0.9896,0.9984,0.9998,0.999,0.995,0.9978,1,1,0.9936,0.9998,0.996,1,0.9962,1,0.9998,0.9998,0.9992,1,0.995,0.9964,1,0.9978,0.9956,1
REACTOME_MEIOTIC_RECOMBINATION,0.9398,0.3444,0.9464,0.4932,0.4568,0.8188,0.4236,0.847,0.5774,0.8468,0.8512,0.4048,0.8818,1,0.5432,0.9488,0.7966,0.764,0.9306,0.686,0.63,0.8312,0.1582,0.765,0.7324,0.8798,0.041,0.9056,0.5974,0.4658,0.2348,0.9516,0.9774,1,0.2032,1,0.9058,0.9852,0.639,0.4506,0.9258,0.5478,0.8368,1,0.9258,0.8992,0.5826,0.5414,0.847,0.9258,0.3038,0.6754,1,1,0.4584,0.862,0.4102,0.6946,0.908,0.9974,0.1876,0.502,0.3476,1,0.4536,0.7138,0.4118,0.9552,0.5322,0.7266,0.9528,0.1748,0.6364,0.2446,0.2838,0.5812,0.6228,0.8614,0.2262,0.6518,0.541,0.9806,0.9942,0.5296,0.929,0.5964,1,0.8846,0.3684,0.2678,0.7514,0.4542,0.8548
REACTOME_IL_2_SIGNALING,1,0.9954,1,0.9988,0.9916,0.9996,1,0.99,0.8478,0.9916,0.9912,0.9946,0.956,1,0.9928,0.999,0.9042,0.9808,0.976,0.6,0.9936,1,1,0.866,0.9728,0.9998,0.9898,0.997,0.6168,0.9968,0.7564,0.9044,0.7036,0.7988,0.9896,0.9738,0.9234,0.3004,0.8832,0.989,0.9248,0.805,0.9986,0.9186,0.4182,0.915,0.951,0.7678,0.7976,0.7418,0.9474,0.972,0.8524,0.8104,0.3636,0.9942,1,0.949,0.9234,0.1492,0.9498,0.8772,0.988,0.3882,0.9922,0.6108,0.997,0.9942,0.9802,0.9954,0.3502,0.8342,0.9906,0.8394,0.9918,0.997,0.9462,0.9978,0.9932,0.9998,0.7302,0.9734,0.5192,0.989,0.9004,0.6222,0.8892,0.9584,0.7088,0.8102,0.8696,0.9524,0.4966
REACTOME_IL_6_SIGNALING,0.609,0.8212,1,0.5192,0.9692,0.9932,1,0.9672,1,0.989,0.402,1,0.849,1,0.9968,1,0.8636,0.9586,0.9594,0.443,1,0.751,1,0.9088,0.9628,1,0.3446,0.8504,1,0.9056,0.9928,1,0.7598,1,0.9582,1,0.955,0.8864,0.8622,1,0.9888,0.9616,0.994,0.7268,0.6146,0.968,0.757,0.933,1,0.5536,0.847,0.9716,0.8506,0.674,0.1864,1,1,0.957,1,0.4236,0.5018,0.513,1,1,0.9824,0.718,1,0.9934,0.767,0.8474,1,0.9978,0.9406,0.9556,0.552,1,0.9076,0.8628,1,1,1,0.9316,1,1,0.8862,1,1,0.9954,1,0.7902,0.9772,0.855,0.5138
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.9176,0.9758,1,0.9448,0.9244,0.9108,0.8054,0.9994,0.99,0.9522,0.977,0.9004,0.5124,1,0.9596,0.9946,0.9936,0.9522,1,0.9874,1,0.8776,1,0.9794,0.9908,0.9944,0.99,0.9478,0.9554,0.9668,0.8882,1,0.8154,1,0.837,1,0.9998,0.7996,0.942,0.9926,0.76,0.988,1,1,0.9684,0.7468,0.8268,0.8898,1,0.9794,0.9884,0.8544,0.9568,0.5444,0.0462,1,0.9936,0.7664,0.9924,0.886,0.9918,1,0.6806,1,1,1,0.9986,1,0.9998,0.995,1,0.8008,0.9982,0.9978,0.9762,0.949,0.8826,0.9904,0.9642,0.9982,1,0.9892,0.889,0.9816,0.9794,0.9676,0.942,0.9834,0.993,0.7542,1,0.9648,0.76
REACTOME_SIGNALING_BY_NOTCH,0.9984,0.926,0.9996,0.9986,0.9768,0.999,0.9984,0.9994,0.9528,0.9996,0.9994,1,1,0.9994,0.9996,0.9996,1,0.9742,0.9994,1,1,0.9996,0.9982,0.9992,0.9788,1,0.9984,0.9996,1,0.9862,0.9578,0.9994,1,0.9984,0.9974,0.9996,0.9992,1,0.9996,0.9892,0.9978,0.9992,0.9986,0.9986,0.9986,0.9964,0.9972,0.999,0.9992,0.9972,0.9994,1,0.9996,1,0.9994,0.9994,1,1,0.8044,0.9954,0.9996,0.9992,0.9992,0.9996,0.998,0.9996,0.9992,1,0.9996,0.998,1,1,0.9708,0.9998,0.9992,0.9816,0.9984,1,1,0.828,0.998,0.9948,0.9992,0.9982,0.9996,1,1,0.9996,0.9986,0.9992,0.9518,0.9984,0.9996
REACTOME_LAGGING_STRAND_SYNTHESIS,1,0.9532,0.9928,1,0.9806,0.9978,1,1,0.9972,1,1,1,1,1,1,1,0.6864,0.9774,0.9718,1,1,1,1,1,0.9366,1,0.4612,0.8882,1,1,0.8232,1,1,1,0.759,1,0.7124,1,1,1,1,0.9548,0.9926,1,1,1,0.977,0.9322,0.8976,0.9626,1,1,1,1,1,0.7998,1,1,0.8832,1,1,0.9264,0.97,1,0.9174,1,1,1,0.9906,1,1,0.9818,0.9972,1,0.8586,0.7974,0.9474,0.9426,0.909,0.9508,1,1,1,0.943,1,1,1,0.9912,0.9916,0.6832,1,1,0.8454
REACTOME_INTRINSIC_PATHWAY,1,1,1,1,1,1,1,1,0.018,1,0.021,1,1,1,1,1,0,1,1,1,1,0.739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0354,1,1,1,1,0.3376,1,1,1,1,1,1,1,1,1,1,1,1,0.00119999999999998,1,1,1,1,1,1,1,1,1,1,1,1,1,0.104,1
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.9882,0.9844,0.994,0.6374,0.2486,0.4152,0.517,0.0796,0.2384,0.999,0.9152,1,0.9696,1,1,0.9888,0.8316,0.6912,0.9834,0.935,0.882,0.4458,1,1,0.936,0.71,0.1948,0.9378,1,1,0.498,1,1,1,0.4298,1,1,0.286,0.9164,0.5006,0.9862,1,0.9206,1,0.365,1,0.9154,0.9416,1,0.433,0.9856,0.2168,1,1,0.8958,0.9802,0.1846,1,0.642,1,0.8716,0.3182,0.5882,1,0.3576,1,1,1,0.862,1,1,1,0.3454,1,0.462,0.2646,0.978,0.1826,1,0.92,0.6034,0.2656,0.9916,0.7358,0.2012,1,1,0.4058,0.4632,0.3182,0.2532,0.7932,0.7792
REACTOME_ETHANOL_OXIDATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,0.8864,0.8486,0.9706,0.9704,0.9744,0.7328,1,0.8484,0.9476,0.7426,1,0.976,1,1,1,0.1466,0.4918,0.972,1,0.2304,1,1,1,0.76,1,0.4222,0.0848,0.5286,1,0.2632,0.7194,1,1,1,1,1,0.9308,1,1,1,0.8648,0.9954,0.987,1,1,0.6792,0.3462,0.9992,1,0.9888,0.9178,1,1,1,0.9906,1,0.928,0.0244,1,0.2242,0.823,1,0.7786,1,0.1098,0.9994,1,1,0.9788,0.9974,1,1,0.9274,0.4774,1,0.8854,0.9948,0.5858,0.9634,1,0.3264,0.0174,1,1,1,1,1,1,0.9996,0.0659999999999999,0.9912,0.9768,0.9304
REACTOME_DNA_REPLICATION,1,1,1,0.9996,0.9994,1,0.9928,0.999,0.9984,0.9954,0.9996,0.9998,0.9992,0.9996,0.997,0.9996,0.9938,0.9872,1,1,0.9992,0.9996,0.9996,0.998,0.9996,1,0.9322,1,0.9996,0.9994,0.994,0.9996,0.9994,0.9994,0.985,1,0.994,0.9992,0.9992,0.9992,0.9996,0.9992,0.9996,0.9992,0.9954,0.9994,1,0.9992,0.999,0.9986,0.9994,0.9974,1,0.998,0.9996,0.9994,0.9996,0.9974,0.998,0.9996,0.9996,0.9992,1,0.9984,0.9634,0.9982,0.9872,0.988,0.9976,0.9862,1,0.9996,0.9914,0.9926,0.9942,0.9996,0.9986,0.9896,0.9912,0.9996,0.991,0.9968,1,0.9968,0.9994,1,0.9994,0.999,0.9944,0.9914,0.9986,0.999,0.999
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9994,0.9998,1,1,1,0.9998,1,1,1,1,1,1,0.9996,1,0.9996,0.9998,0.9998,1,1,1,1,0.9996,0.999,0.999,1,1,0.9998,0.9998,0.9998,1,1,1,1,1,1,0.996,0.9986,1,1,1,1,1,0.999,1,0.9998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998,1,1,1,1,1,1
REACTOME_PKB_MEDIATED_EVENTS,0.9624,0.9854,0.9696,0.9986,0.9916,0.919,0.8842,0.9576,0.3458,0.9408,0.9588,0.9208,0.8578,0.98,0.8042,0.6482,0.9904,0.993,0.9904,0.995,0.9486,0.9972,0.9346,1,0.8806,0.995,0.791,0.9696,0.5618,0.9942,0.7406,1,0.995,0.9988,0.951,0.9946,0.982,0.9974,0.8806,0.9036,0.9912,0.9968,0.6986,1,0.8538,0.9712,0.9952,0.6766,0.529,0.8364,0.9984,0.8356,0.982,0.9986,0.9972,0.9472,0.9992,0.997,0.9438,0.9324,0.92,0.9068,0.9838,0.9986,0.958,0.9908,0.9528,0.994,0.9046,0.6766,0.9998,0.9908,0.853,0.918,0.9792,0.993,0.9228,0.793,0.9002,0.8596,0.9974,0.735,0.1482,0.9612,0.9954,0.5926,1,0.8482,0.7472,0.9862,0.982,0.8092,1
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.9602,0.8678,0.9768,0.8444,0.6824,0.856,0.7564,0.652,0.7346,0.9944,0.8848,0.862,0.8826,1,1,0.9976,0.698,0.79,0.9632,0.9556,0.8614,0.784,0.9992,0.6142,0.8928,0.8532,0.7162,0.9296,0.9306,0.9356,0.7162,1,0.6048,1,0.7802,1,0.803,0.793,0.9276,0.7862,0.9406,1,0.9552,1,0.7648,0.8886,0.9382,0.9402,0.6946,0.7932,0.993,0.6738,0.9716,1,0.7366,0.9458,0.5886,1,0.766,0.9792,0.929,0.7498,0.832,1,0.6786,0.821,1,0.9676,0.8786,0.9786,1,1,0.7614,0.9584,0.8316,0.7166,0.8328,0.7402,0.628,0.8902,0.8536,0.7546,0.9676,0.819,0.602,1,1,0.7828,0.752,0.711,0.7136,0.8828,0.8328
REACTOME_METABOLISM_OF_CARBOHYDRATES,0.9948,0.9764,0.9994,0.949,0.3276,0.1794,0.9316,0.235,0.7958,0.9162,0.8768,0.8374,0.9936,0.7298,0.876,0.2428,0.5554,0.7318,0.9986,0.9184,0.9746,0.9662,0.9998,0.8496,0.5086,0.4718,0.338,0.4974,0.9936,0.6904,0.388,0.9998,0.8408,0.9998,0.157,0.9974,0.7264,0.8346,0.9292,0.5924,0.522,0.832,0.9924,0.909,0.7882,0.3176,0.7644,0.4868,0.813,0.874,0.8148,0.2258,0.9814,0.9986,0.5206,0.919,0.9986,0.9936,0.1748,0.8666,0.8692,0.433,0.3952,0.9986,0.0954,0.6822,0.953,0.9794,0.8368,0.876,0.559,0.945,0.7874,0.843,0.9814,0.312,0.2084,0.208,0.7316,0.7216,0.9086,0.176,0.9974,0.8502,0.967,0.9952,0.4752,0.1028,0.6936,0.271,0.9562,0.4758,0.998
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,1,0.9982,1,0.6066,0.9996,0.9946,0.9972,0.997,1,0.9998,1,0.9016,1,1,0.9992,0.9992,0.9996,0.999,0.979,0.9652,0.9998,1,1,1,1,1,0.9972,0.9998,1,1,0.9998,1,1,1,0.9998,1,0.9996,1,0.9996,0.9948,0.9994,1,0.9966,1,0.9556,1,1,0.9998,1,0.9782,0.9966,0.9854,1,1,0.9992,1,1,0.9992,0.9986,0.999,0.999,1,0.9832,1,0.9982,0.9968,1,0.9996,1,0.9968,1,1,0.9986,0.9982,1,0.9982,1,0.9948,0.9988,1,0.9978,0.9998,1,1,0.9994,1,1,0.9996,1,0.9998,0.9992,0.983,1
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.7576,0.6604,0.6228,0.0526,0.0772,0.1468,0.014,0.1336,0.002,0.1112,0.0407999999999999,0.0356,0.0634,0.00419999999999998,0.3692,0.0738,0.9066,0.0516,0.8706,0.1968,0.0336,0.0726,0.0108,0.0626,0.0198,0.1712,0.0518,0.1738,0.2606,0.0921999999999999,0.00939999999999996,0.0216,0.0182,0.9048,0.1406,0.00519999999999998,0.159,0.0596,0.0764,0.0342,0.0891999999999999,0.2078,0.0578,0.0901999999999999,0.0216,0.0272,0.2444,0.00819999999999999,0.002,0.021,0.1766,0.0192,0.0174,0.8634,0.1338,0.104,0.9016,0.429,0.0244,0.1818,0.0498,0.0338000000000001,0.099,0.00519999999999998,0.0342,0.0824,0.00939999999999996,0.0659999999999999,0.0377999999999999,0.0132,0.1414,0.6996,0.0116000000000001,0.021,0.8102,0.3778,0.0152,0.025,0.0336,0.1192,0.077,0.1016,0,0.0928,0.0112,0.00419999999999998,0.0106000000000001,0.0234,0.00119999999999998,0.0116000000000001,0.0812,0.11,0.23
REACTOME_SIGNAL_ATTENUATION,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.002,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.00760000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
REACTOME_PURINE_METABOLISM,0.9938,0.997,0.9948,0.9972,0.8678,0.999,0.9982,0.9964,0.999,0.9986,0.9766,0.9926,0.9948,0.9978,0.9958,0.9916,0.951,0.991,0.9896,0.9912,0.9998,1,0.974,0.9992,0.978,0.9918,0.9998,0.9992,0.9818,0.9972,0.9926,1,1,1,0.9938,1,0.7798,0.9864,0.9626,0.9958,0.9952,0.9908,0.9752,0.999,0.9936,0.9966,0.9928,0.9736,0.9948,0.9794,0.9962,1,0.9982,0.9998,0.9864,0.9844,0.999,0.994,0.9892,0.978,0.9892,0.9362,1,1,0.9966,0.9794,0.9782,0.964,0.9938,0.9818,0.9962,0.9958,0.951,0.9882,0.9896,0.9962,0.995,0.9932,0.9992,0.9338,0.9628,0.8098,0.9942,0.9864,0.991,0.9906,1,0.9906,0.9916,0.9734,0.9998,0.9868,1
REACTOME_SOS_MEDIATED_SIGNALLING,1,0.9966,1,0.9996,0.9978,0.9998,1,0.9986,0.9986,0.9984,0.9986,0.9998,0.995,1,1,0.9998,0.9936,0.9994,0.988,0.9872,0.9994,1,1,0.9806,0.9936,0.9994,0.9992,1,1,0.9998,1,0.9896,1,1,0.9966,1,0.9976,0.9574,0.9982,1,0.9972,0.9776,0.9994,1,1,1,0.9994,0.9972,1,0.9946,0.9986,0.9986,1,1,0.9932,0.9996,1,0.9986,0.9714,1,0.9988,0.9994,0.9972,1,0.9962,0.988,0.9986,1,0.9994,0.9994,0.8024,0.9792,0.9966,0.9856,0.9998,0.9994,0.9802,0.9998,0.9984,0.9998,1,0.9976,1,0.9966,1,1,0.9928,1,0.9862,0.9922,1,0.9986,1
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,1,1,0.9996,1,0.9982,0.9996,0.9774,1,0.9906,0.9994,0.9204,0.9926,1,0.9944,0.997,0.9996,0.9878,0.9922,0.99,1,0.9652,0.9958,0.9902,0.9944,0.9996,0.983,0.999,0.9996,0.9968,0.985,0.9948,1,0.9958,0.9992,1,0.9984,0.9588,0.9996,0.9518,0.999,1,0.9968,0.9962,1,1,0.9992,0.9958,1,0.9878,0.9652,0.9708,0.9568,1,1,0.999,0.9984,0.9996,0.9992,0.9996,0.9996,0.9984,0.9652,0.9848,1,0.9994,1,0.946,0.9996,0.9996,0.9874,0.9996,0.9964,0.9994,0.9918,0.9368,0.9984,0.9996,0.9992,0.9946,0.9878,0.4814,0.9996,0.9968,0.886,0.9984,0.9984,1,0.9934,0.9996,0.9944,0.9994,0.96,1
REACTOME_APOPTOSIS,1,1,1,1,0.9998,1,0.9984,1,1,0.9998,1,1,1,1,1,1,0.9998,0.9998,1,1,1,1,0.9998,1,1,1,0.9998,1,1,1,0.9998,1,1,1,0.9998,1,0.9998,1,0.9998,1,0.9998,0.9998,0.9998,1,0.9998,1,1,1,1,1,0.9998,1,1,1,1,1,1,1,0.9994,0.9998,1,1,1,0.9972,0.9824,0.9998,0.9998,0.9994,0.9998,0.999,1,1,0.9998,0.9998,1,1,0.9998,0.999,0.9998,1,0.9998,0.9998,1,1,1,1,1,1,0.9998,0.9998,1,1,1
